:	двије тачке
👩🏻‍❤‍👨🏻	жена, мушкарац, пар са срцем, пар са срцем: жена, мушкарац и свијетла кожа, свијетла кожа
👩🏻‍❤‍👨🏼	жена, мушкарац, пар са срцем, пар са срцем: жена, мушкарац, свијетла кожа и средње свијетла кожа, свијетла кожа, средње свијетла кожа
👩🏻‍❤‍👨🏽	жена, мушкарац, ни свијетла ни тамна кожа, пар са срцем, пар са срцем: жена, мушкарац, свијетла кожа и ни свијетла ни тамна кожа, свијетла кожа
👩🏻‍❤‍👨🏾	жена, мушкарац, пар са срцем, пар са срцем: жена, мушкарац, свијетла кожа и средње тамна кожа, свијетла кожа, средње тамна кожа
👩🏻‍❤‍👨🏿	жена, мушкарац, пар са срцем, пар са срцем: жена, мушкарац, свијетла кожа и тамна кожа, свијетла кожа, тамна кожа
👩🏼‍❤‍👨🏻	жена, мушкарац, пар са срцем, пар са срцем: жена, мушкарац, средње свијетла кожа и свијетла кожа, свијетла кожа, средње свијетла кожа
👩🏼‍❤‍👨🏼	жена, мушкарац, пар са срцем, пар са срцем: жена, мушкарац и средње свијетла кожа, средње свијетла кожа
👩🏼‍❤‍👨🏽	жена, мушкарац, ни свијетла ни тамна кожа, пар са срцем, пар са срцем: жена, мушкарац, средње свијетла кожа и ни свијетла ни тамна кожа, средње свијетла кожа
👩🏼‍❤‍👨🏾	жена, мушкарац, пар са срцем, пар са срцем: жена, мушкарац, средње свијетла кожа и средње тамна кожа, средње свијетла кожа, средње тамна кожа
👩🏼‍❤‍👨🏿	жена, мушкарац, пар са срцем, пар са срцем: жена, мушкарац, средње свијетла кожа и тамна кожа, средње свијетла кожа, тамна кожа
👩🏽‍❤‍👨🏻	жена, мушкарац, ни свијетла ни тамна кожа, пар са срцем, пар са срцем: жена, мушкарац, ни свијетла ни тамна кожа и свијетла кожа, свијетла кожа
👩🏽‍❤‍👨🏼	жена, мушкарац, ни свијетла ни тамна кожа, пар са срцем, пар са срцем: жена, мушкарац, ни свијетла ни тамна кожа и средње свијетла кожа, средње свијетла кожа
👩🏽‍❤‍👨🏽	жена, мушкарац, ни свијетла ни тамна кожа, пар са срцем, пар са срцем: жена, мушкарац и ни свијетла ни тамна кожа
👩🏽‍❤‍👨🏾	жена, мушкарац, ни свијетла ни тамна кожа, пар са срцем, пар са срцем: жена, мушкарац, ни свијетла ни тамна кожа и средње тамна кожа, средње тамна кожа
