‾	forbindelsesstreg, høj streg, overstreg, vinculum
🗯️	ballon, boble, udråb, vred, vred taleboble til højre
💭	tanke, tankeboble
💤	følelse, godnat, kedeligt, sengetid, snorke, sove, søvn, søvnig, træt, zzz
👋	farvel, hallo, hej, hilsen, hånd, vi ses, vink, vinker
👋🏻	farvel, hallo, hej, hilsen, hånd, lys teint, vi ses, vink, vinker, vinker: lys teint
👋🏼	farvel, hallo, hej, hilsen, hånd, medium til lys teint, vi ses, vink, vinker, vinker: medium til lys teint
👋🏽	farvel, hallo, hej, hilsen, hånd, medium teint, vi ses, vink, vinker, vinker: medium teint
👋🏾	farvel, hallo, hej, hilsen, hånd, medium til mørk teint, vi ses, vink, vinker, vinker: medium til mørk teint
👋🏿	farvel, hallo, hej, hilsen, hånd, mørk teint, vi ses, vink, vinker, vinker: mørk teint
🤚	bagside af hånd, hånd, håndryg, løftet hånd, løftet håndryg
🤚🏻	bagside af hånd, hånd, håndryg, lys teint, løftet hånd, løftet håndryg, løftet håndryg: lys teint
🤚🏼	bagside af hånd, hånd, håndryg, løftet hånd, løftet håndryg, løftet håndryg: medium til lys teint, medium til lys teint
🤚🏽	bagside af hånd, hånd, håndryg, løftet hånd, løftet håndryg, løftet håndryg: medium teint, medium teint
🤚🏾	bagside af hånd, hånd, håndryg, løftet hånd, løftet håndryg, løftet håndryg: medium til mørk teint, medium til mørk teint
🤚🏿	bagside af hånd, hånd, håndryg, løftet hånd, løftet håndryg, løftet håndryg: mørk teint, mørk teint
🖐️	finger, hånd, hånd med spredte fingre, krop, spredte, stop
🖐🏻	finger, hånd, hånd med spredte fingre, hånd med spredte fingre: lys teint, krop, lys teint, spredte, stop
🖐🏼	finger, hånd, hånd med spredte fingre, hånd med spredte fingre: medium til lys teint, krop, medium til lys teint, spredte, stop
🖐🏽	finger, hånd, hånd med spredte fingre, hånd med spredte fingre: medium teint, krop, medium teint, spredte, stop
🖐🏾	finger, hånd, hånd med spredte fingre, hånd med spredte fingre: medium til mørk teint, krop, medium til mørk teint, spredte, stop
🖐🏿	finger, hånd, hånd med spredte fingre, hånd med spredte fingre: mørk teint, krop, mørk teint, spredte, stop
✋️	high five, hånd, hævet hånd, krop, løftet hånd, stop
✋🏻	high five, hånd, hævet hånd, krop, lys teint, løftet hånd, løftet hånd: lys teint, stop
✋🏼	high five, hånd, hævet hånd, krop, løftet hånd, løftet hånd: medium til lys teint, medium til lys teint, stop
✋🏽	high five, hånd, hævet hånd, krop, løftet hånd, løftet hånd: medium teint, medium teint, stop
✋🏾	high five, hånd, hævet hånd, krop, løftet hånd, løftet hånd: medium til mørk teint, medium til mørk teint, stop
✋🏿	high five, hånd, hævet hånd, krop, løftet hånd, løftet hånd: mørk teint, mørk teint, stop
🖖	finger, hånd, krop, spock, vulcan, vulcan-hilsen
🖖🏻	finger, hånd, krop, lys teint, spock, vulcan, vulcan-hilsen, vulcan-hilsen: lys teint
🖖🏼	finger, hånd, krop, medium til lys teint, spock, vulcan, vulcan-hilsen, vulcan-hilsen: medium til lys teint
🖖🏽	finger, hånd, krop, medium teint, spock, vulcan, vulcan-hilsen, vulcan-hilsen: medium teint
🖖🏾	finger, hånd, krop, medium til mørk teint, spock, vulcan, vulcan-hilsen, vulcan-hilsen: medium til mørk teint
🖖🏿	finger, hånd, krop, mørk teint, spock, vulcan, vulcan-hilsen, vulcan-hilsen: mørk teint
🫱	give hånd, holde, hånd, hånd til højre, håndtryk, højre, nå, række ud, rækkevidde
🫱🏻	give hånd, holde, hånd, hånd til højre, hånd til højre: lys teint, håndtryk, højre, lys teint, nå, række ud, rækkevidde
🫱🏼	give hånd, holde, hånd, hånd til højre, hånd til højre: medium til lys teint, håndtryk, højre, medium til lys teint, nå, række ud, rækkevidde
🫱🏽	give hånd, holde, hånd, hånd til højre, hånd til højre: medium teint, håndtryk, højre, medium teint, nå, række ud, rækkevidde
🫱🏾	give hånd, holde, hånd, hånd til højre, hånd til højre: medium til mørk teint, håndtryk, højre, medium til mørk teint, nå, række ud, rækkevidde
🫱🏿	give hånd, holde, hånd, hånd til højre, hånd til højre: mørk teint, håndtryk, højre, mørk teint, nå, række ud, rækkevidde
🫱🏻‍🫲🏼	aftale, enighed, hilsen, håndtryk, håndtryk: lys teint og medium til lys teint, hænder, lys teint, medium til lys teint, mødes
🫱🏻‍🫲🏽	aftale, enighed, hilsen, håndtryk, håndtryk: lys teint og medium teint, hænder, lys teint, medium teint, mødes
🫱🏻‍🫲🏾	aftale, enighed, hilsen, håndtryk, håndtryk: lys teint og medium til mørk teint, hænder, lys teint, medium til mørk teint, mødes
🫱🏻‍🫲🏿	aftale, enighed, hilsen, håndtryk, håndtryk: lys teint og mørk teint, hænder, lys teint, mødes, mørk teint
🫱🏼‍🫲🏻	aftale, enighed, hilsen, håndtryk, håndtryk: medium til lys teint og lys teint, hænder, lys teint, medium til lys teint, mødes
🫱🏼‍🫲🏽	aftale, enighed, hilsen, håndtryk, håndtryk: medium til lys teint og medium teint, hænder, medium teint, medium til lys teint, mødes
🫱🏼‍🫲🏾	aftale, enighed, hilsen, håndtryk, håndtryk: medium til lys teint og medium til mørk teint, hænder, medium til lys teint, medium til mørk teint, mødes
🫱🏼‍🫲🏿	aftale, enighed, hilsen, håndtryk, håndtryk: medium til lys teint og mørk teint, hænder, medium til lys teint, mødes, mørk teint
🫱🏽‍🫲🏻	aftale, enighed, hilsen, håndtryk, håndtryk: medium teint og lys teint, hænder, lys teint, medium teint, mødes
🫱🏽‍🫲🏼	aftale, enighed, hilsen, håndtryk, håndtryk: medium teint og medium til lys teint, hænder, medium teint, medium til lys teint, mødes
🫱🏽‍🫲🏾	aftale, enighed, hilsen, håndtryk, håndtryk: medium teint og medium til mørk teint, hænder, medium teint, medium til mørk teint, mødes
🫱🏽‍🫲🏿	aftale, enighed, hilsen, håndtryk, håndtryk: medium teint og mørk teint, hænder, medium teint, mødes, mørk teint
🫱🏾‍🫲🏻	aftale, enighed, hilsen, håndtryk, håndtryk: medium til mørk teint og lys teint, hænder, lys teint, medium til mørk teint, mødes
🫱🏾‍🫲🏼	aftale, enighed, hilsen, håndtryk, håndtryk: medium til mørk teint og medium til lys teint, hænder, medium til lys teint, medium til mørk teint, mødes
🫱🏾‍🫲🏽	aftale, enighed, hilsen, håndtryk, håndtryk: medium til mørk teint og medium teint, hænder, medium teint, medium til mørk teint, mødes
🫱🏾‍🫲🏿	aftale, enighed, hilsen, håndtryk, håndtryk: medium til mørk teint og mørk teint, hænder, medium til mørk teint, mødes, mørk teint
🫱🏿‍🫲🏻	aftale, enighed, hilsen, håndtryk, håndtryk: mørk teint og lys teint, hænder, lys teint, mødes, mørk teint
🫱🏿‍🫲🏼	aftale, enighed, hilsen, håndtryk, håndtryk: mørk teint og medium til lys teint, hænder, medium til lys teint, mødes, mørk teint
🫱🏿‍🫲🏽	aftale, enighed, hilsen, håndtryk, håndtryk: mørk teint og medium teint, hænder, medium teint, mødes, mørk teint
🫱🏿‍🫲🏾	aftale, enighed, hilsen, håndtryk, håndtryk: mørk teint og medium til mørk teint, hænder, medium til mørk teint, mødes, mørk teint
🫲	give hånd, holde, hånd, hånd til venstre, håndtryk, nå, række ud, rækkevidde, venstre
🫲🏻	give hånd, holde, hånd, hånd til venstre, hånd til venstre: lys teint, håndtryk, lys teint, nå, række ud, rækkevidde, venstre
🫲🏼	give hånd, holde, hånd, hånd til venstre, hånd til venstre: medium til lys teint, håndtryk, medium til lys teint, nå, række ud, rækkevidde, venstre
🫲🏽	give hånd, holde, hånd, hånd til venstre, hånd til venstre: medium teint, håndtryk, medium teint, nå, række ud, rækkevidde, venstre
🫲🏾	give hånd, holde, hånd, hånd til venstre, hånd til venstre: medium til mørk teint, håndtryk, medium til mørk teint, nå, række ud, rækkevidde, venstre
🫲🏿	give hånd, holde, hånd, hånd til venstre, hånd til venstre: mørk teint, håndtryk, mørk teint, nå, række ud, rækkevidde, venstre
🫳	afslå, afvise, genne væk, hånd, håndflade nedad, samle op, tabe, tabt, tag op, tage op
🫳🏻	afslå, afvise, genne væk, hånd, håndflade nedad, håndflade nedad: lys teint, lys teint, samle op, tabe, tabt, tag op, tage op
🫳🏼	afslå, afvise, genne væk, hånd, håndflade nedad, håndflade nedad: medium til lys teint, medium til lys teint, samle op, tabe, tabt, tag op, tage op
🫳🏽	afslå, afvise, genne væk, hånd, håndflade nedad, håndflade nedad: medium teint, medium teint, samle op, tabe, tabt, tag op, tage op
🫳🏾	afslå, afvise, genne væk, hånd, håndflade nedad, håndflade nedad: medium til mørk teint, medium til mørk teint, samle op, tabe, tabt, tag op, tage op
🫳🏿	afslå, afvise, genne væk, hånd, håndflade nedad, håndflade nedad: mørk teint, mørk teint, samle op, tabe, tabt, tag op, tage op
🫴	fortæl mig, holde, hånd, håndflade opad, kom, lokke, løfte, tilbud, tilbyde, ved ikke
🫴🏻	fortæl mig, holde, hånd, håndflade opad, håndflade opad: lys teint, kom, lokke, lys teint, løfte, tilbud, tilbyde, ved ikke
🫴🏼	fortæl mig, holde, hånd, håndflade opad, håndflade opad: medium til lys teint, kom, lokke, løfte, medium til lys teint, tilbud, tilbyde, ved ikke
🫴🏽	fortæl mig, holde, hånd, håndflade opad, håndflade opad: medium teint, kom, lokke, løfte, medium teint, tilbud, tilbyde, ved ikke
🫴🏾	fortæl mig, holde, hånd, håndflade opad, håndflade opad: medium til mørk teint, kom, lokke, løfte, medium til mørk teint, tilbud, tilbyde, ved ikke
🫴🏿	fortæl mig, holde, hånd, håndflade opad, håndflade opad: mørk teint, kom, lokke, løfte, mørk teint, tilbud, tilbyde, ved ikke
🫷	afslå, blokere, highfive, hånd, hånd skubber mod venstre, mod venstre, nægte, skubbe, stop, vent
🫷🏻	afslå, blokere, highfive, hånd, hånd skubber mod venstre, hånd skubber mod venstre: lys teint, lys teint, mod venstre, nægte, skubbe, stop, vent
🫷🏼	afslå, blokere, highfive, hånd, hånd skubber mod venstre, hånd skubber mod venstre: medium til lys teint, medium til lys teint, mod venstre, nægte, skubbe, stop, vent
🫷🏽	afslå, blokere, highfive, hånd, hånd skubber mod venstre, hånd skubber mod venstre: medium teint, medium teint, mod venstre, nægte, skubbe, stop, vent
🫷🏾	afslå, blokere, highfive, hånd, hånd skubber mod venstre, hånd skubber mod venstre: medium til mørk teint, medium til mørk teint, mod venstre, nægte, skubbe, stop, vent
🫷🏿	afslå, blokere, highfive, hånd, hånd skubber mod venstre, hånd skubber mod venstre: mørk teint, mod venstre, mørk teint, nægte, skubbe, stop, vent
🫸	afslå, blokere, highfive, hånd, hånd skubber mod højre, mod højre, nægte, skubbe, stop, vent
🫸🏻	afslå, blokere, highfive, hånd, hånd skubber mod højre, hånd skubber mod højre: lys teint, lys teint, mod højre, nægte, skubbe, stop, vent
🫸🏼	afslå, blokere, highfive, hånd, hånd skubber mod højre, hånd skubber mod højre: medium til lys teint, medium til lys teint, mod højre, nægte, skubbe, stop, vent
🫸🏽	afslå, blokere, highfive, hånd, hånd skubber mod højre, hånd skubber mod højre: medium teint, medium teint, mod højre, nægte, skubbe, stop, vent
🫸🏾	afslå, blokere, highfive, hånd, hånd skubber mod højre, hånd skubber mod højre: medium til mørk teint, medium til mørk teint, mod højre, nægte, skubbe, stop, vent
🫸🏿	afslå, blokere, highfive, hånd, hånd skubber mod højre, hånd skubber mod højre: mørk teint, mod højre, mørk teint, nægte, skubbe, stop, vent
👌	OK, OK-håndtegn, OK-tegn, aftale, fino, forstået, godt, i orden, ok-tegn, okay, perfekt, super
👌🏻	OK, OK-håndtegn, OK-tegn, aftale, fino, forstået, godt, i orden, lys teint, ok-tegn: lys teint, okay, perfekt, super
👌🏼	OK, OK-håndtegn, OK-tegn, aftale, fino, forstået, godt, i orden, medium til lys teint, ok-tegn: medium til lys teint, okay, perfekt, super
👌🏽	OK, OK-håndtegn, OK-tegn, aftale, fino, forstået, godt, i orden, medium teint, ok-tegn: medium teint, okay, perfekt, super
👌🏾	OK, OK-håndtegn, OK-tegn, aftale, fino, forstået, godt, i orden, medium til mørk teint, ok-tegn: medium til mørk teint, okay, perfekt, super
👌🏿	OK, OK-håndtegn, OK-tegn, aftale, fino, forstået, godt, i orden, mørk teint, ok-tegn: mørk teint, okay, perfekt, super
🤌	fingre, gestus, håndtegn, kom nu, samlede fingre, sammenknebne, sarkastisk, udspørge
🤌🏻	fingre, gestus, håndtegn, kom nu, lys teint, samlede fingre, samlede fingre: lys teint, sammenknebne, sarkastisk, udspørge
🤌🏼	fingre, gestus, håndtegn, kom nu, medium til lys teint, samlede fingre, samlede fingre: medium til lys teint, sammenknebne, sarkastisk, udspørge
🤌🏽	fingre, gestus, håndtegn, kom nu, medium teint, samlede fingre, samlede fingre: medium teint, sammenknebne, sarkastisk, udspørge
🤌🏾	fingre, gestus, håndtegn, kom nu, medium til mørk teint, samlede fingre, samlede fingre: medium til mørk teint, sammenknebne, sarkastisk, udspørge
🤌🏿	fingre, gestus, håndtegn, kom nu, mørk teint, samlede fingre, samlede fingre: mørk teint, sammenknebne, sarkastisk, udspørge
🤏	en smule, fingre, hånd, lidt, lidt vist med tommel- og pegefinger, lille smule, mængde, nive, pegefinger, tommelfinger
🤏🏻	en smule, fingre, hånd, lidt, lidt vist med tommel- og pegefinger: lys teint, lille smule, lys teint, mængde, nive, pegefinger, tommelfinger
🤏🏼	en smule, fingre, hånd, lidt, lidt vist med tommel- og pegefinger: medium til lys teint, lille smule, medium til lys teint, mængde, nive, pegefinger, tommelfinger
🤏🏽	en smule, fingre, hånd, lidt, lidt vist med tommel- og pegefinger: medium teint, lille smule, medium teint, mængde, nive, pegefinger, tommelfinger
🤏🏾	en smule, fingre, hånd, lidt, lidt vist med tommel- og pegefinger: medium til mørk teint, lille smule, medium til mørk teint, mængde, nive, pegefinger, tommelfinger
🤏🏿	en smule, fingre, hånd, lidt, lidt vist med tommel- og pegefinger: mørk teint, lille smule, mængde, mørk teint, nive, pegefinger, tommelfinger
✌️	V-tegn, fred, sejr, v-tegn, yeah
✌🏻	V-tegn, fred, lys teint, sejr, v-tegn, v-tegn: lys teint, yeah
✌🏼	V-tegn, fred, medium til lys teint, sejr, v-tegn, v-tegn: medium til lys teint, yeah
✌🏽	V-tegn, fred, medium teint, sejr, v-tegn, v-tegn: medium teint, yeah
✌🏾	V-tegn, fred, medium til mørk teint, sejr, v-tegn, v-tegn: medium til mørk teint, yeah
✌🏿	V-tegn, fred, mørk teint, sejr, v-tegn, v-tegn: mørk teint, yeah
🤞	finger, held og lykke, håb, hånd, krop, krydsede fingre, krydser fingre
🤞🏻	finger, held og lykke, håb, hånd, krop, krydsede fingre, krydsede fingre: lys teint, krydser fingre, lys teint
🤞🏼	finger, held og lykke, håb, hånd, krop, krydsede fingre, krydsede fingre: medium til lys teint, krydser fingre, medium til lys teint
🤞🏽	finger, held og lykke, håb, hånd, krop, krydsede fingre, krydsede fingre: medium teint, krydser fingre, medium teint
🤞🏾	finger, held og lykke, håb, hånd, krop, krydsede fingre, krydsede fingre: medium til mørk teint, krydser fingre, medium til mørk teint
🤞🏿	finger, held og lykke, håb, hånd, krop, krydsede fingre, krydsede fingre: mørk teint, krydser fingre, mørk teint
🫰	<3, dyrt, elsker, hjerte, hånd, knips, krydset pegefinger og tommelfinger, kærlighed, penge
🫰🏻	<3, dyrt, elsker, hjerte, hånd, knips, krydset pegefinger og tommelfinger, krydset pegefinger og tommelfinger: lys teint, kærlighed, lys teint, penge
🫰🏼	<3, dyrt, elsker, hjerte, hånd, knips, krydset pegefinger og tommelfinger, krydset pegefinger og tommelfinger: medium til lys teint, kærlighed, medium til lys teint, penge
🫰🏽	<3, dyrt, elsker, hjerte, hånd, knips, krydset pegefinger og tommelfinger, krydset pegefinger og tommelfinger: medium teint, kærlighed, medium teint, penge
🫰🏾	<3, dyrt, elsker, hjerte, hånd, knips, krydset pegefinger og tommelfinger, krydset pegefinger og tommelfinger: medium til mørk teint, kærlighed, medium til mørk teint, penge
🫰🏿	<3, dyrt, elsker, hjerte, hånd, knips, krydset pegefinger og tommelfinger, krydset pegefinger og tommelfinger: mørk teint, kærlighed, mørk teint, penge
🤟	elsker dig, elsker dig-gestus, hånd, håndtegn, tre fingre
🤟🏻	elsker dig, elsker dig-gestus, elsker dig-gestus: lys teint, hånd, håndtegn, lys teint, tre fingre
🤟🏼	elsker dig, elsker dig-gestus, elsker dig-gestus: medium til lys teint, hånd, håndtegn, medium til lys teint, tre fingre
🤟🏽	elsker dig, elsker dig-gestus, elsker dig-gestus: medium teint, hånd, håndtegn, medium teint, tre fingre
🤟🏾	elsker dig, elsker dig-gestus, elsker dig-gestus: medium til mørk teint, hånd, håndtegn, medium til mørk teint, tre fingre
🤟🏿	elsker dig, elsker dig-gestus, elsker dig-gestus: mørk teint, hånd, håndtegn, mørk teint, tre fingre
