‾	línea superpuesta, superposición, vinculum
🤏🏾	chico, chiquito, dedos, mano pellizcando, pellizco, pequeño, pizca, poco, poquito, tono de piel oscuro medio
🤏🏿	chico, chiquito, dedos, mano pellizcando, pellizco, pequeño, pizca, poco, poquito, tono de piel oscuro
✌️	V, amor y paz, dedos, gesto de victoria, mano con señal de victoria, paz, tijera, v, victoria
✌🏻	V, amor y paz, dedos, gesto de victoria, gesto de victoria: tono de piel claro, mano con señal de victoria, paz, tijera, tono de piel claro, v, victoria
✌🏼	V, amor y paz, dedos, gesto de victoria, gesto de victoria: tono de piel claro medio, mano con señal de victoria, paz, tijera, tono de piel claro medio, v, victoria
✌🏽	V, amor y paz, dedos, gesto de victoria, gesto de victoria: tono de piel medio, mano con señal de victoria, paz, tijera, tono de piel medio, v, victoria
✌🏾	V, amor y paz, dedos, gesto de victoria, gesto de victoria: tono de piel oscuro medio, mano con señal de victoria, paz, tijera, tono de piel oscuro medio, v, victoria
✌🏿	V, amor y paz, dedos, gesto de victoria, gesto de victoria: tono de piel oscuro, mano con señal de victoria, paz, tijera, tono de piel oscuro, v, victoria
🤞	changuitos, cruzar, dedos, dedos cruzados, desear suerte, mano, suerte
🤞🏻	changuitos, cruzar, dedos, dedos cruzados, desear suerte, mano, suerte, tono de piel claro
🤞🏼	changuitos, cruzar, dedos, dedos cruzados, desear suerte, mano, suerte, tono de piel claro medio
🤞🏽	changuitos, cruzar, dedos, dedos cruzados, desear suerte, mano, suerte, tono de piel medio
🤞🏾	changuitos, cruzar, dedos, dedos cruzados, desear suerte, mano, suerte, tono de piel oscuro medio
🤞🏿	changuitos, cruzar, dedos, dedos cruzados, desear suerte, mano, suerte, tono de piel oscuro
🫰	amor, caro, chasquido, corazón, dinero, gasto, mano, personas y cuerpos
🫰🏻	amor, caro, chasquido, corazón, dinero, gasto, mano, personas y cuerpos, tono de piel claro
🫰🏼	amor, caro, chasquido, corazón, dinero, gasto, mano, personas y cuerpos, tono de piel claro medio
🫰🏽	amor, caro, chasquido, corazón, dinero, gasto, mano, personas y cuerpos, tono de piel medio
🫰🏾	amor, caro, chasquido, corazón, dinero, gasto, mano, personas y cuerpos, tono de piel oscuro medio
🫰🏿	amor, caro, chasquido, corazón, dinero, gasto, mano, personas y cuerpos, tono de piel oscuro
🤟	amor, mano, rock, te amo, te quiero, tres dedos
🤟🏻	amor, mano, rock, te amo, te quiero, tono de piel claro, tres dedos
🤟🏼	amor, mano, rock, te amo, te quiero, tono de piel claro medio, tres dedos
🤟🏽	amor, mano, rock, te amo, te quiero, tono de piel medio, tres dedos
🤟🏾	amor, mano, rock, te amo, te quiero, tono de piel oscuro medio, tres dedos
🤟🏿	amor, mano, rock, te amo, te quiero, tono de piel oscuro, tres dedos
🤘	buena onda, cool, cuernos, dedos, gesto de cuernos, mano, mano haciendo los cuernos, mola, rock, roll
🤘🏻	buena onda, cool, cuernos, dedos, gesto de cuernos, gesto de cuernos: tono de piel claro, mano, mano haciendo los cuernos, mola, rock, roll, tono de piel claro
🤘🏼	buena onda, cool, cuernos, dedos, gesto de cuernos, gesto de cuernos: tono de piel claro medio, mano, mano haciendo los cuernos, mola, rock, roll, tono de piel claro medio
🤘🏽	buena onda, cool, cuernos, dedos, gesto de cuernos, gesto de cuernos: tono de piel medio, mano, mano haciendo los cuernos, mola, rock, roll, tono de piel medio
🤘🏾	buena onda, cool, cuernos, dedos, gesto de cuernos, gesto de cuernos: tono de piel oscuro medio, mano, mano haciendo los cuernos, mola, rock, roll, tono de piel oscuro medio
🤘🏿	buena onda, cool, cuernos, dedos, gesto de cuernos, gesto de cuernos: tono de piel oscuro, mano, mano haciendo los cuernos, mola, rock, roll, tono de piel oscuro
🤙	gesto, gesto de llamada, gesto de llamar, llamada, llamar, mano, mano haciendo el gesto de llamar, meñique, pulgar, rock
🤙🏻	gesto, gesto de llamada, gesto de llamada: tono de piel claro, gesto de llamar, llamada, llamar, mano, mano haciendo el gesto de llamar, meñique, pulgar, rock, tono de piel claro
🤙🏼	gesto, gesto de llamada, gesto de llamada: tono de piel claro medio, gesto de llamar, llamada, llamar, mano, mano haciendo el gesto de llamar, meñique, pulgar, rock, tono de piel claro medio
🤙🏽	gesto, gesto de llamada, gesto de llamada: tono de piel medio, gesto de llamar, llamada, llamar, mano, mano haciendo el gesto de llamar, meñique, pulgar, rock, tono de piel medio
🤙🏾	gesto, gesto de llamada, gesto de llamada: tono de piel oscuro medio, gesto de llamar, llamada, llamar, mano, mano haciendo el gesto de llamar, meñique, pulgar, rock, tono de piel oscuro medio
🤙🏿	gesto, gesto de llamada, gesto de llamada: tono de piel oscuro, gesto de llamar, llamada, llamar, mano, mano haciendo el gesto de llamar, meñique, pulgar, rock, tono de piel oscuro
👈️	apuntar a la izquierda, dedo, dedo índice, dorso de mano, dorso de mano con índice a la izquierda, izquierda, mano, índice apuntando izquierda, índice hacia izquierda
👈🏻	apuntar a la izquierda, dedo, dedo índice, dorso de mano, dorso de mano con índice a la izquierda, izquierda, mano, tono de piel claro, índice apuntando izquierda, índice hacia izquierda
👈🏼	apuntar a la izquierda, dedo, dedo índice, dorso de mano, dorso de mano con índice a la izquierda, izquierda, mano, tono de piel claro medio, índice apuntando izquierda, índice hacia izquierda
👈🏽	apuntar a la izquierda, dedo, dedo índice, dorso de mano, dorso de mano con índice a la izquierda, izquierda, mano, tono de piel medio, índice apuntando izquierda, índice hacia izquierda
👈🏾	apuntar a la izquierda, dedo, dedo índice, dorso de mano, dorso de mano con índice a la izquierda, izquierda, mano, tono de piel oscuro medio, índice apuntando izquierda, índice hacia izquierda
👈🏿	apuntar a la izquierda, dedo, dedo índice, dorso de mano, dorso de mano con índice a la izquierda, izquierda, mano, tono de piel oscuro, índice apuntando izquierda, índice hacia izquierda
👉️	apuntar a la derecha, dedo, dedo índice, derecha, dorso de mano, dorso de mano con índice a la derecha, mano, índice apuntando hacia derecha, índice hacia derecha
👉🏻	apuntar a la derecha, dedo, dedo índice, derecha, dorso de mano, dorso de mano con índice a la derecha, mano, tono de piel claro, índice apuntando hacia derecha, índice hacia derecha
👉🏼	apuntar a la derecha, dedo, dedo índice, derecha, dorso de mano, dorso de mano con índice a la derecha, mano, tono de piel claro medio, índice apuntando hacia derecha, índice hacia derecha
👉🏽	apuntar a la derecha, dedo, dedo índice, derecha, dorso de mano, dorso de mano con índice a la derecha, mano, tono de piel medio, índice apuntando hacia derecha, índice hacia derecha
👉🏾	apuntar a la derecha, dedo, dedo índice, derecha, dorso de mano, dorso de mano con índice a la derecha, mano, tono de piel oscuro medio, índice apuntando hacia derecha, índice hacia derecha
👉🏿	apuntar a la derecha, dedo, dedo índice, derecha, dorso de mano, dorso de mano con índice a la derecha, mano, tono de piel oscuro, índice apuntando hacia derecha, índice hacia derecha
👆️	apuntar arriba, arriba, dedo, dedo índice, dorso de mano con dedo índice hacia arriba, dorso de mano con índice hacia arriba, mano, índice apuntando hacia arriba, índice hacia arriba
👆🏻	apuntar arriba, arriba, dedo, dedo índice, dorso de mano con dedo índice hacia arriba, dorso de mano con dedo índice hacia arriba: tono de piel claro, dorso de mano con índice hacia arriba, mano, tono de piel claro, índice apuntando hacia arriba, índice hacia arriba
👆🏼	apuntar arriba, arriba, dedo, dedo índice, dorso de mano con dedo índice hacia arriba, dorso de mano con dedo índice hacia arriba: tono de piel claro medio, dorso de mano con índice hacia arriba, mano, tono de piel claro medio, índice apuntando hacia arriba, índice hacia arriba
👆🏽	apuntar arriba, arriba, dedo, dedo índice, dorso de mano con dedo índice hacia arriba, dorso de mano con dedo índice hacia arriba: tono de piel medio, dorso de mano con índice hacia arriba, mano, tono de piel medio, índice apuntando hacia arriba, índice hacia arriba
👆🏾	apuntar arriba, arriba, dedo, dedo índice, dorso de mano con dedo índice hacia arriba, dorso de mano con dedo índice hacia arriba: tono de piel oscuro medio, dorso de mano con índice hacia arriba, mano, tono de piel oscuro medio, índice apuntando hacia arriba, índice hacia arriba
👆🏿	apuntar arriba, arriba, dedo, dedo índice, dorso de mano con dedo índice hacia arriba, dorso de mano con dedo índice hacia arriba: tono de piel oscuro, dorso de mano con índice hacia arriba, mano, tono de piel oscuro, índice apuntando hacia arriba, índice hacia arriba
🖕	dedo, dedo del medio, dorso de mano, dorso de mano con dedo medio hacia arriba, insulto, mano, medio
🖕🏻	dedo, dedo del medio, dorso de mano, dorso de mano con dedo medio hacia arriba, dorso de mano con dedo medio hacia arriba: tono de piel claro, insulto, mano, medio, tono de piel claro
🖕🏼	dedo, dedo del medio, dorso de mano, dorso de mano con dedo medio hacia arriba, dorso de mano con dedo medio hacia arriba: tono de piel claro medio, insulto, mano, medio, tono de piel claro medio
🖕🏽	dedo, dedo del medio, dorso de mano, dorso de mano con dedo medio hacia arriba, dorso de mano con dedo medio hacia arriba: tono de piel medio, insulto, mano, medio, tono de piel medio
🖕🏾	dedo, dedo del medio, dorso de mano, dorso de mano con dedo medio hacia arriba, dorso de mano con dedo medio hacia arriba: tono de piel oscuro medio, insulto, mano, medio, tono de piel oscuro medio
🖕🏿	dedo, dedo del medio, dorso de mano, dorso de mano con dedo medio hacia arriba, dorso de mano con dedo medio hacia arriba: tono de piel oscuro, insulto, mano, medio, tono de piel oscuro
👇️	abajo, apuntar, dedo, dedo índice, dorso de mano con dedo índice hacia abajo, dorso de mano con índice hacia abajo, mano, índice apuntando hacia abajo, índice hacia abajo
👇🏻	abajo, apuntar, dedo, dedo índice, dorso de mano con dedo índice hacia abajo, dorso de mano con dedo índice hacia abajo: tono de piel claro, dorso de mano con índice hacia abajo, mano, tono de piel claro, índice apuntando hacia abajo, índice hacia abajo
👇🏼	abajo, apuntar, dedo, dedo índice, dorso de mano con dedo índice hacia abajo, dorso de mano con dedo índice hacia abajo: tono de piel claro medio, dorso de mano con índice hacia abajo, mano, tono de piel claro medio, índice apuntando hacia abajo, índice hacia abajo
👇🏽	abajo, apuntar, dedo, dedo índice, dorso de mano con dedo índice hacia abajo, dorso de mano con dedo índice hacia abajo: tono de piel medio, dorso de mano con índice hacia abajo, mano, tono de piel medio, índice apuntando hacia abajo, índice hacia abajo
👇🏾	abajo, apuntar, dedo, dedo índice, dorso de mano con dedo índice hacia abajo, dorso de mano con dedo índice hacia abajo: tono de piel oscuro medio, dorso de mano con índice hacia abajo, mano, tono de piel oscuro medio, índice apuntando hacia abajo, índice hacia abajo
👇🏿	abajo, apuntar, dedo, dedo índice, dorso de mano con dedo índice hacia abajo, dorso de mano con dedo índice hacia abajo: tono de piel oscuro, dorso de mano con índice hacia abajo, mano, tono de piel oscuro, índice apuntando hacia abajo, índice hacia abajo
☝️	arriba, dedo, mano, palma de mano, índice, índice apuntando hacia arriba, índice hacia arriba palma
☝🏻	arriba, dedo, mano, palma de mano, tono de piel claro, índice, índice apuntando hacia arriba, índice hacia arriba palma
☝🏼	arriba, dedo, mano, palma de mano, tono de piel claro medio, índice, índice apuntando hacia arriba, índice hacia arriba palma
☝🏽	arriba, dedo, mano, palma de mano, tono de piel medio, índice, índice apuntando hacia arriba, índice hacia arriba palma
☝🏾	arriba, dedo, mano, palma de mano, tono de piel oscuro medio, índice, índice apuntando hacia arriba, índice hacia arriba palma
☝🏿	arriba, dedo, mano, palma de mano, tono de piel oscuro, índice, índice apuntando hacia arriba, índice hacia arriba palma
🫵	apuntar, dedo, dedo índice apuntándote a ti, dirigir, mano, personas y cuerpos, pinchar, señalar, tú
🫵🏻	apuntar, dedo, dedo índice apuntándote a ti, dirigir, mano, personas y cuerpos, pinchar, señalar, tono de piel claro, tú
🫵🏼	apuntar, dedo, dedo índice apuntándote a ti, dirigir, mano, personas y cuerpos, pinchar, señalar, tono de piel claro medio, tú
🫵🏽	apuntar, dedo, dedo índice apuntándote a ti, dirigir, mano, personas y cuerpos, pinchar, señalar, tono de piel medio, tú
🫵🏾	apuntar, dedo, dedo índice apuntándote a ti, dirigir, mano, personas y cuerpos, pinchar, señalar, tono de piel oscuro medio, tú
🫵🏿	apuntar, dedo, dedo índice apuntándote a ti, dirigir, mano, personas y cuerpos, pinchar, señalar, tono de piel oscuro, tú
👍️	+1, OK, arriba, de acuerdo, mano, me gusta, ok, pulgar arriba, pulgar hacia arriba, subir
👍🏻	+1, OK, arriba, de acuerdo, mano, me gusta, ok, pulgar arriba, pulgar hacia arriba, subir, tono de piel claro
👍🏼	+1, OK, arriba, de acuerdo, mano, me gusta, ok, pulgar arriba, pulgar hacia arriba, subir, tono de piel claro medio
👍🏽	+1, OK, arriba, de acuerdo, mano, me gusta, ok, pulgar arriba, pulgar hacia arriba, subir, tono de piel medio
👍🏾	+1, OK, arriba, de acuerdo, mano, me gusta, ok, pulgar arriba, pulgar hacia arriba, subir, tono de piel oscuro medio
👍🏿	+1, OK, arriba, de acuerdo, mano, me gusta, ok, pulgar arriba, pulgar hacia arriba, subir, tono de piel oscuro
👎️	-1, abajo, bajar, mano, negativo, no, no me gusta, pulgar, pulgar hacia abajo, rechazo
👎🏻	-1, abajo, bajar, mano, negativo, no, no me gusta, pulgar, pulgar hacia abajo, rechazo, tono de piel claro
👎🏼	-1, abajo, bajar, mano, negativo, no, no me gusta, pulgar, pulgar hacia abajo, rechazo, tono de piel claro medio
👎🏽	-1, abajo, bajar, mano, negativo, no, no me gusta, pulgar, pulgar hacia abajo, rechazo, tono de piel medio
👎🏾	-1, abajo, bajar, mano, negativo, no, no me gusta, pulgar, pulgar hacia abajo, rechazo, tono de piel oscuro medio
👎🏿	-1, abajo, bajar, mano, negativo, no, no me gusta, pulgar, pulgar hacia abajo, rechazo, tono de piel oscuro
✊️	levantar el puño, mano, mano cerrada, piedra, puñetazo, puño, puño cerrado, puño en alto, puño levantado
✊🏻	levantar el puño, mano, mano cerrada, piedra, puñetazo, puño, puño cerrado, puño en alto, puño levantado, puño levantado: tono de piel claro, tono de piel claro
✊🏼	levantar el puño, mano, mano cerrada, piedra, puñetazo, puño, puño cerrado, puño en alto, puño levantado, puño levantado: tono de piel claro medio, tono de piel claro medio
✊🏽	levantar el puño, mano, mano cerrada, piedra, puñetazo, puño, puño cerrado, puño en alto, puño levantado, puño levantado: tono de piel medio, tono de piel medio
✊🏾	levantar el puño, mano, mano cerrada, piedra, puñetazo, puño, puño cerrado, puño en alto, puño levantado, puño levantado: tono de piel oscuro medio, tono de piel oscuro medio
